partition,feature_left,feature_right,left_bin,right_bin,horizon_ms,notional,samples,executable_percent,mean_net_return_bps,median_net_return_bps,positive_percent,p10_net_return_bps,p90_net_return_bps,mean_mfe_bps,mean_mae_bps,average_cost_bps,average_depth_slippage_bps
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,HIGH,60000,500,2055,98.78345498783455,-10.429996431893393,-10.422336782452234,0.0,-14.278914438079147,-5.667630031744627,-8.233010670677222,-12.281947808089052,10.038326943537268,6.054814994482262e-05
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,1000,100,19,100.0,-10.000006780691177,-10.052738668170724,0.0,-10.05279549648138,-9.947203723443552,-9.281007193449378,-13.013246187870925,10.05828467918355,3.329154785769309e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,1000,1000,19,100.0,-10.000006780691177,-10.052738668170724,0.0,-10.05279549648138,-9.947203723443552,-9.281007193449378,-13.013246187870925,10.05828467918355,3.329154785769309e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,1000,500,19,100.0,-10.000006780691177,-10.052738668170724,0.0,-10.05279549648138,-9.947203723443552,-9.281007193449378,-13.013246187870925,10.05828467918355,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,15000,100,19,100.0,-10.460859688636878,-10.421909345365798,0.0,-10.633541945901449,-10.03167821170718,-9.281007193449378,-13.013246187870925,10.058283465029277,-5.557988192368371e-25
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,15000,1000,19,100.0,-10.460859688636878,-10.421909345365798,0.0,-10.633541945901449,-10.03167821170718,-9.281007193449378,-13.013246187870925,10.058283465029277,-5.557988192368371e-25
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,15000,500,19,100.0,-10.460859688636878,-10.421909345365798,0.0,-10.633541945901449,-10.03167821170718,-9.281007193449378,-13.013246187870925,10.058283465029277,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,250,100,19,100.0,-10.047198771967546,-10.052738668170724,0.0,-10.052795385038053,-10.05273583280651,-9.281007193449378,-13.013246187870925,10.05272978544241,3.329179642625419e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,250,1000,19,100.0,-10.047198771967546,-10.052738668170724,0.0,-10.052795385038053,-10.05273583280651,-9.281007193449378,-13.013246187870925,10.05272978544241,3.329179642625419e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,250,500,19,100.0,-10.047198771967546,-10.052738668170724,0.0,-10.052795385038053,-10.05273583280651,-9.281007193449378,-13.013246187870925,10.05272978544241,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,3000,100,19,100.0,-10.113806900889058,-10.052738668170724,0.0,-10.421909345365798,-9.947203723443552,-9.281007193449378,-13.013246187870925,10.058284379428239,1.664649038053935e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,3000,1000,19,100.0,-10.113806900889058,-10.052738668170724,0.0,-10.421909345365798,-9.947203723443552,-9.281007193449378,-13.013246187870925,10.058284379428239,1.664649038053935e-24
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,3000,500,19,100.0,-10.113806900889058,-10.052738668170724,0.0,-10.421909345365798,-9.947203723443552,-9.281007193449378,-13.013246187870925,10.058284379428239,0.0
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,30000,100,19,100.0,-10.163794829574064,-10.421909345365798,0.0,-11.742240351228984,-8.40708848538797,-9.281007193449378,-13.013246187870925,10.108220195080733,8.322579866597366e-25
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,30000,1000,19,100.0,-10.163794829574064,-10.421909345365798,0.0,-11.742240351228984,-8.40708848538797,-9.281007193449378,-13.013246187870925,10.108220195080733,8.322579866597366e-25
ENGINEERING_SAMPLE,imbalance_10,microprice_edge_bps,HIGH,LOW,30000,500,19,100.0,-10.163794829574064,-10.421909345365798,0.0,-11.742240351228984,-8.40708848538797,-9.281007193449378,-13.013246187870925,10.108220195080733,0.0
